index,시설명,address,size,user,latitude,longitude,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
156,내설악백공미술관,강원도 인제군 북면 황태길 245,854,300,38.2133183,128.361649,609,785,405,290,218,500,476,376,535,83,191,0,2,0,4,0,0,4
157,뮤지엄 산(청조갤러리),강원도 원주시 지정면 오크밸리2길 260,11602,263621,37.4111523,127.8154961,17144,16710,8011,4861,5438,11709,10496,8977,9901,4029,2534,222,0,1,4,0,0,5
158,바우지움조각미술관,강원도 고성군 토성면 원암온천3길 37,914,52500,38.213368,128.5168062,43872,42987,9937,12674,14139,17607,24553,32021,32117,16394,8041,528,1,4,4,1,1,10
159,석봉도자기미술관,강원도 속초시 엑스포로 156,2107,5000,38.1980304,128.5825068,43877,42918,9834,12551,13913,17552,24475,31905,32322,16629,8255,557,11,4,4,1,1,10
160,오랜미래신화미술관,강원도 원주시 문막읍 취병로 711,351,500,37.3501406,127.7696895,12207,12679,3977,4315,5400,6805,7594,8864,9406,4865,3194,238,0,2,4,0,0,6
161,월산미술관,강원도 동해시 삼화로 520,1849,,37.4639319,129.0213728,13093,13921,4441,5350,4707,6087,10025,10270,9462,5273,2921,224,4,0,1,0,0,1
162,이상원미술관,강원도 춘천시 사북면 화악지암길 99,4877,28532,37.9683318,127.5782316,2462,2534,259,494,672,441,803,1415,1863,990,599,83,2,0,1,0,0,1
163,일현미술관(휴관),강원도 양양군 손양면 선사유적로 359,2000,,38.060808,128.678985,8085,8159,1751,2167,2421,2986,4756,6156,6379,3696,1736,109,0,1,2,1,1,5
164,장길환미술관,강원도 강릉시 해안로 10,2265,35549,37.7743188,128.9431854,88279,86724,19213,31732,45823,34358,51244,57990,55398,29897,14525,1094,9,3,13,4,3,23
165,정선507미술관,강원도 정선군 정선읍 동강로 2914,562,6000,37.3611713,128.6261793,4973,5212,1023,1589,1451,1900,2980,4021,4218,2593,1291,64,0,1,3,1,2,7
166,쾌연재도자미술관,강원도 영월군 한반도면 한반도로 452,265,379,37.2181274,128.3680999,5181,5510,443,1328,869,1081,1905,3614,5168,3065,1788,135,2,0,6,0,1,7
167,피움미술관,강원도 고성군 죽왕면 곡실평길 330,2840,5000,38.3071274,128.4901278,6661,7050,945,1022,1783,1997,2322,4281,5865,3523,1979,149,0,1,1,1,2,5
168,하슬라미술관,강원도 강릉시 강동면 율곡로 1441,284,290000,37.7065101,129.0099078,3536,3745,761,1400,1172,1286,1858,2750,3592,1707,1076,166,2,0,3,0,0,3
169,관아갤러리,충청북도 충주시 관아5길 10(1층 전시실),730,16030,36.970059,127.936023,81448,81802,19197,30778,39492,34241,47639,56995,52179,25487,13833,830,23,4,5,2,2,13
170,진천군립 생거판화미술관,충청북도 진천군 진천읍 백곡로 1504-10,1538,10686,36.8708014,127.4148439,20692,23035,3626,6908,9299,8115,11267,15642,16366,9081,6015,492,4,2,2,1,2,7
171,청주시립미술관,충청북도 청주시 서원구 충렬로 18번길 50,4910,18378,36.6347512,127.4783955,337355,334111,93668,129793,180548,173314,209638,225379,179312,76390,35143,2218,10,12,14,3,4,33
172,청주시립미술관 분관(대청호미술관),충청북도 청주시 상당구 문의면 대청호반로721(문의문화재단지내),1411,13839,36.508777,127.4926122,17580,18210,4776,5119,7388,8929,9753,13878,13863,6349,3382,147,2,0,3,0,0,3
173,청주시한국공예관,"충청북도 청주시 청원구 상당로 314, 문화제조창 본관",14238,29685,36.6564973,127.4904174,360457,357700,108012,141074,190907,194117,229602,235505,184589,77906,35800,2284,9,13,14,3,4,34
174,성마루미술관,충청북도 충주시 대소원면 장성길 38-1,330,2920,36.9614285,127.8387835,62377,64667,15693,24642,32798,28229,36793,43133,41252,20460,11769,824,4,2,4,0,1,7
175,쉐마미술관,충청북도 청주시 청원구 내수로 241,620,4000,36.6950266,127.4999407,246407,251287,76798,93267,133011,140953,157249,152332,127452,57898,29346,2106,0,10,14,3,3,30
176,스페이스몸미술관,충청북도 청주시 흥덕구 풍년로 162 (1전시장)  충청북도 청주시 흥덕구 서부로 1205번길 183 (2전시장)  충청북도 청주시 흥덕구 서부로 1205번길 195 (3전시장),981,3297,36.6133458,127.4254049,346205,342045,96059,133488,187461,178975,214218,230446,182865,77788,35727,2239,8,12,13,2,3,30
177,신미술관(휴관),충청북도 청주시 서원구 호국로97번길 30,716,,36.637773,127.4757214,349089,345938,98552,134203,186202,181973,217741,230799,183226,77613,35782,2287,10,12,14,3,4,33
178,우민아트센터,충청북도 청주시 상당구 사북로 164 지하1층,851,14920,36.6445339,127.4890943,348141,345097,99500,133140,185208,182746,217153,229090,181719,77094,35736,2291,10,12,14,3,4,33
179,운보미술관,충청북도 청주시 청원구 내수읍 형동2길 92-41,1408,13000,36.6922042,127.5649335,94949,93396,28333,34987,47322,48492,56342,56863,48306,22366,12207,754,0,1,4,1,0,6
180, 고암이응노생가기념관,충청남도 홍성군 홍북읍 이응노로 61-7,1312,14298,36.6226405,126.6320232,43428,42093,9690,14324,15206,14932,20520,24320,26979,17362,11517,1027,4,2,9,3,1,15
181, 천안시립미술관,충청남도 천안시 동남구 성남면 종합휴양지로 185,1682,25238,36.7560975,127.2261615,84410,85760,21643,34966,43864,39402,53846,56607,49720,22848,12778,1236,4,3,7,2,1,13
182,당림미술관,충청남도 아산시 송악면 외암로 1182번길 34-19,485,9857,36.742809,127.0184733,126868,130744,41991,61461,64272,68831,89538,76824,55268,27150,13322,988,3,5,7,4,4,20
183,리각미술관,충청남도 천안시 동남구 태조산길 245,850,5000,36.8206361,127.1862733,302123,307682,102430,129901,176918,188879,208631,190550,128583,48971,22382,1506,6,10,10,5,0,25
184,모산조형미술관,충청남도 보령시 성주면 성주산로 673-24,939,23591,36.3111883,126.657689,32123,32182,7306,10486,10012,11320,18468,21035,21224,13022,7078,609,3,3,3,1,1,8
185,서해미술관,충청남도 서산시 부석면 무학로 152-13,549,5475,36.6386136,126.3771104,4402,5307,568,1137,1340,1295,2436,3665,4137,2628,1363,52,0,0,2,0,0,2
186,수덕사 선미술관,충청남도 예산군 덕산면 수덕사안길 79,419,85000,36.6630169,126.6225493,40178,39668,9188,13519,13601,13918,19851,23754,26843,17003,11061,839,0,2,9,2,0,13
187,순성미술관,충청남도 당진시 순성면 순성로 493-12,182,,36.843264,126.7126688,38475,41881,11304,14833,14834,18083,26002,27358,26020,14849,9030,649,11,2,5,0,0,7
188,아미미술관,충청남도 당진시 순성면 남부로 753-4,957,111483,36.8617816,126.6803672,53369,56745,18762,21373,20200,28931,37535,35389,29150,15581,9438,674,2,3,5,1,2,11
189,임립미술관,충청남도 공주시 계룡면 봉곡길 77-13,1458,10000,36.3960795,127.1395273,34250,32234,4938,12479,17951,10037,15043,20114,22842,13496,8562,730,0,3,8,1,2,14
190,남원시립김병종미술관,전라북도 남원시 함파우길 65-14,1463,79669,35.3984467,127.3896596,28033,26435,5662,8827,8334,8275,13819,19039,19049,12936,8592,770,0,3,3,3,1,10
191,벽천미술관,전라북도 김제시 부량면 벽골제로 442,489,2180,35.7529646,126.8524556,27159,25725,5529,9259,8246,8469,13867,17648,17993,11849,7985,851,6,3,3,1,3,10
192,순창공립옥천골미술관,전라북도 순창군 순창읍 남계로 81    ,465,7379,35.3740658,127.144799,10539,10032,1501,2551,2455,2400,4058,6918,8047,6362,4810,538,15,2,3,1,1,7
193,익산예술의전당미술관,전라북도 익산시 동서로 490,3368,16899,35.9514163,126.987452,125488,124054,27058,48416,67588,47763,70082,85576,76323,42623,21733,2110,7,8,6,2,2,18
194,전라북도립미술관,전라북도 완주군 구이면 모악산길 111-6,8929,135634,35.7280413,127.107038,85017,77887,18107,32894,38796,32637,46284,57993,51445,28478,13769,1502,2,2,5,0,3,10
195,정읍시립미술관,전라북도 정읍시 시기4길 7,1696,14197,35.5523539,126.8616064,37457,36068,8027,12951,11950,11841,20832,26220,23521,15584,10042,889,5,3,2,3,2,10
196,최북미술관,전라북도 무주군 무주읍 최북로 15,1094,22500,36.003584,127.6656355,5943,5816,606,952,1067,1143,1744,3428,4735,3321,2324,119,20,2,2,0,1,5
197,W미술관,전라북도 익산시 동서로 504,431,2642,35.9528142,126.9886557,125687,124253,27114,48527,67673,47875,70282,85938,76923,43103,22031,2124,3,8,6,2,2,18
198,교동미술관,전라북도 전주시 완산구 경기전길 89,405,16399,35.8154718,127.1511281,323346,309962,83947,129919,170863,146655,193610,208798,166429,88597,41371,3313,8,13,18,8,6,45
199,금구원야외조각미술관,전라북도 부안군 변산면 조각공원길31,,,35.6205389,126.4885812,2117,2208,107,123,292,379,539,1324,2012,1763,1437,192,0,0,2,0,0,2
200,누벨백미술관,전라북도 전주시 완산구 홍산북로29-5 ,922,3100,35.8178962,127.1049704,337764,324638,87866,135874,175900,152235,202575,217988,174107,93175,44018,3663,14,15,16,8,8,47
201,미술관 솔,전라북도 전주시 완산구 팔달로 212-6,356,2000,35.8211429,127.1464519,334239,320688,87538,134707,175072,151639,200870,215324,171629,91433,43117,3469,16,13,17,8,6,44
202,산속등대미술관,전라북도 완주군 소양면 원암로 82,2564,32850,35.86968,127.2528781,26708,26137,6193,7983,11474,12116,14837,15168,13166,7368,3345,232,5,0,2,0,1,3
203,수지미술관,전라북도 남원시 수지면 물머리로 525,886,2657,35.3270951,127.3475173,13751,12788,2730,4583,4106,3725,6644,9511,9782,6372,4421,353,3,1,1,1,2,5
204,예깊미술관,전라북도 군산시 번영로 2,330,14160,35.975309,126.7236125,124377,124294,34668,45760,49975,53506,79034,82421,74244,42652,19622,1762,16,7,7,3,2,19
205,이당미술관,전라북도 군산시 구영6길 108,449,18474,35.9884603,126.7111759,123462,123326,33730,45343,49584,52283,78444,82066,73979,42603,19517,1738,18,7,7,3,2,19
206,장수미술관,전라북도 장수군 계남면 장안산로 317,223,1378,35.6764046,127.592464,6462,6355,1126,1856,1331,1777,3093,4225,5271,3517,2378,171,4,2,1,0,0,3
207,전주현대미술관,전라북도 전주시 완산구 풍남문2길98-1,638,6000,35.8137807,127.1442468,328896,315224,85323,132177,172771,148728,196727,212144,169518,90541,42529,3379,10,13,18,8,6,45
208,청목미술관,전라북도 전주시 완산구 팔달로 232 청목빌딩 1층,400,7985,35.8229354,127.1456522,334978,321695,87606,135033,175282,151660,201092,215899,172165,91742,43223,3469,16,13,17,8,6,44
209,휘목미술관,전라북도 부안군 진서면 운호길10,1112,,35.5944559,126.5635859,4194,4239,387,486,544,895,1324,2719,3851,3328,2708,313,2,0,3,0,0,3
210,1004섬수석미술관,전라남도 신안군 자은면 자은서부2길 508-68,446,27000,34.8798016,125.9971025,951,1086,105,100,109,227,354,613,1014,843,557,33,1,0,2,0,0,2
211,남도전통미술관,전라남도 진도군 의신면 운림산방로 315,1656,107439,34.4661227,126.3082841,9064,8735,1714,1872,1435,2187,3907,5246,6374,5369,3674,270,3,2,5,1,1,9
212,노적봉예술공원미술관,전라남도 목포시 유달로 116,2554,28436,34.7882001,126.3809152,130361,129170,35900,53017,51394,53445,83285,84461,74250,45334,20814,1412,15,5,14,2,3,24
213,무안군오승우미술관,전라남도 무안군 삼향읍 초의길 7,2744,5400,34.8524612,126.4152145,137298,135002,38308,56751,55711,57310,87491,87125,75997,45602,21442,1505,2,6,14,3,2,25
214,보성군립백민미술관,전라남도 보성군 문덕면 죽산길 168-14,1075,4557,34.9669416,127.1599958,2357,2129,570,990,663,699,1514,1867,2039,1284,929,73,2,0,4,0,0,4
215,아산조방원미술관,전라남도 곡성군 옥과면 미술관로 288,1442,10538,35.2975238,127.1224015,11512,11139,2015,2719,2869,2932,4767,7988,9028,6620,5114,588,0,2,3,0,0,5
216,영암군립하정웅미술관,전라남도 영암군 군서면 구림로 96,1614,18972,34.7612085,126.6254625,8689,8203,1349,1704,2102,2384,3839,5578,7056,5004,3578,386,0,2,5,1,1,9
217,저녁노을미술관,전라남도 신안군 압해읍 무지개길 350,1409,36352,34.8443667,126.2499589,2167,2417,137,217,327,324,706,1329,1834,1634,1017,74,1,1,1,0,0,2
218,전남도립미술관,전라남도 광양시 광양읍 순광로 660,11580,116485,34.9656803,127.5707176,142827,141137,45039,58661,64777,65519,88349,98747,75432,36329,18592,1817,10,9,2,1,2,14
219,함평군립미술관,전라남도 함평군 곤재로 27,3854,55547,35.0560347,126.5204388,12337,12014,1586,2681,3267,3040,4832,8531,10787,8392,5805,504,4,2,1,0,1,4
220,화순군립석봉미술관,전라남도 화순군 화순읍 진각로249-8,1090,18556,35.0733162,126.9876364,64753,58660,14420,23984,30339,22937,34274,38070,34929,22584,13876,1536,1,2,7,2,2,13
221,갓바위미술관,전라남도 목포시 노적봉길 4-1,265,1200,34.790229,126.3850063,133229,132167,37330,54337,53009,56011,85815,85799,74687,45451,20835,1412,26,6,14,3,3,26
222,강진미술관,전라남도 강진군 강진읍 동문길 39,685,1800,34.6443398,126.7688607,11670,10859,1203,1957,2068,2278,3489,6459,8323,6577,5500,524,0,1,4,1,1,7
223,경훈미술관,전라남도 목포시 산정로 67 정화빌딩 ,140,175000,34.7945953,126.3927548,139329,138273,38677,56894,56131,57680,88228,88507,76917,46523,21581,1490,11,6,14,3,3,26
224,공예미술관 보임쉔,전라남도 담양군 대전면 신룡길 79-3,373,2000,35.2486472,126.8796286,281579,275402,83815,125212,152593,134878,185372,188709,124982,56860,24662,1938,2,6,7,3,2,18
225,나절로미술관,전라남도 진도군 임회면 진도대로 3886,822,360,34.3971266,126.2068355,3285,3075,995,1154,1151,1377,2179,2662,2883,1892,1227,50,0,0,4,1,0,5
226,남포미술관,전라남도 고흥군 영남면 팔영로 1081,965,9200,34.6035792,127.45683,2439,2238,177,250,238,267,737,1421,2661,2033,1491,135,7,0,1,0,0,1
227,다산미술관,전라남도 화순군 사평면 다공길 25 ,378,934,35.0232671,127.1263239,2635,2398,299,513,518,527,997,1816,2372,1687,1513,109,2,0,4,0,0,4
228,대담미술관,전라남도 담양군 담양읍 언골길 5-4,895,28034,35.3252865,126.9834167,15355,14744,3214,5579,5974,5591,7269,13019,12351,6159,3784,259,6,1,5,1,2,9
229,도화헌미술관,전라남도 고흥군 도화면 땅끝로 860-5,1300,7800,34.4489024,127.3266957,1667,1615,351,337,226,379,670,1140,1390,1394,952,111,4,0,1,0,0,1
